1587477599,6
1587477600,159
1587477601,188
1587477602,184
1587477603,291
1587477604,290
1587477605,375
1587477606,206
1587477607,227
1587477608,194
1587477609,237
1587477610,313
1587477611,362
1587477612,265
1587477613,234
1587477614,233
1587477615,426
1587477616,228
1587477617,344
1587477618,180
1587477619,254
1587477620,355
1587477621,353
1587477622,426
1587477623,322
1587477624,319
1587477625,250
1587477626,305
1587477627,277
1587477628,318
1587477629,292
1587477630,252
1587477631,180
1587477632,251
1587477633,298
1587477634,468
1587477635,519
1587477636,595
1587477637,684
1587477638,564
1587477639,423
1587477640,457
1587477641,275
1587477642,451
1587477643,184
1587477644,177
1587477645,218
1587477646,258
1587477647,327
1587477648,418
1587477649,383
1587477650,309
1587477651,450
1587477652,343
1587477653,268
1587477654,380
1587477655,285
1587477656,254
1587477657,163
1587477658,155
1587477659,174
1587477660,260
1587477661,291
1587477662,300
1587477663,311
1587477664,368
1587477665,395
1587477666,300
1587477667,360
1587477668,548
1587477669,789
1587477670,402
1587477671,535
1587477672,692
1587477673,570
1587477674,367
1587477675,582
1587477676,357
1587477677,226
1587477678,580
1587477679,835
1587477680,816
1587477681,836
1587477682,742
1587477683,583
1587477684,443
1587477685,554
1587477686,530
1587477687,244
1587477688,243
1587477689,331
1587477690,279
1587477691,435
1587477692,395
1587477693,284
1587477694,202
1587477695,201
1587477696,188
1587477697,203
1587477698,313
1587477699,263
1587477700,292
1587477701,290
1587477702,303
1587477703,354
1587477704,214
1587477705,245
1587477706,197
1587477707,145
1587477708,196
1587477709,161
1587477710,209
1587477711,355
1587477712,311
1587477713,278
1587477714,276
1587477715,287
1587477716,303
1587477717,299
1587477718,154
1587477719,166
1587477720,328
1587477721,292
1587477722,362
1587477723,352
1587477724,183
1587477725,186
1587477726,250
1587477727,276
1587477728,441
1587477729,356
1587477730,262
1587477731,253
1587477732,306
1587477733,304
1587477734,304
1587477735,210
1587477736,235
1587477737,213
1587477738,230
1587477739,216
1587477740,291
1587477741,325
1587477742,233
1587477743,297
1587477744,639
1587477745,889
1587477746,572
1587477747,528
1587477748,484
1587477749,684
1587477750,241
1587477751,271
1587477752,321
1587477753,442
1587477754,238
1587477755,353
1587477756,242
1587477757,255
1587477758,326
1587477759,268
1587477760,346
1587477761,280
1587477762,242
1587477763,297
1587477764,372
1587477765,195
1587477766,267
1587477767,242
1587477768,341
1587477769,487
1587477770,771
1587477771,471
1587477772,828
1587477773,853
1587477774,697
1587477775,522
1587477776,882
1587477777,588
1587477778,267
1587477779,291
1587477780,226
1587477781,303
1587477782,196
1587477783,307
1587477784,167
1587477785,251
1587477786,233
1587477787,336
1587477788,292
1587477789,310
1587477790,263
1587477791,372
1587477792,338
1587477793,284
1587477794,228
1587477795,320
1587477796,392
1587477797,301
1587477798,322
1587477799,251
1587477800,476
1587477801,840
1587477802,779
1587477803,424
1587477804,251
1587477805,215
1587477806,292
1587477807,308
1587477808,308
1587477809,401
1587477810,326
1587477811,412
1587477812,209
1587477813,465
1587477814,360
1587477815,256
1587477816,290
1587477817,289
1587477818,271
1587477819,286
1587477820,244
1587477821,389
1587477822,331
1587477823,338
1587477824,266
1587477825,274
1587477826,296
1587477827,308
1587477828,264
1587477829,478
1587477830,511
1587477831,336
1587477832,823
1587477833,434
1587477834,374
1587477835,414
1587477836,231
1587477837,206
1587477838,198
1587477839,242
1587477840,243
1587477841,315
1587477842,518
1587477843,537
1587477844,478
1587477845,354
1587477846,263
1587477847,384
1587477848,490
1587477849,517
1587477850,433
1587477851,311
1587477852,281
1587477853,526
1587477854,680
1587477855,451
1587477856,362
1587477857,274
1587477858,307
1587477859,244
1587477860,329
1587477861,278
1587477862,381
1587477863,340
1587477864,282
1587477865,211
1587477866,173
1587477867,147
1587477868,202
1587477869,242
1587477870,324
1587477871,361
1587477872,350
1587477873,343
1587477874,354
1587477875,360
1587477876,225
1587477877,333
1587477878,244
1587477879,625
1587477880,427
1587477881,350
1587477882,263
1587477883,357
1587477884,481
1587477885,533
1587477886,348
1587477887,375
1587477888,278
1587477889,299
1587477890,263
1587477891,259
1587477892,369
1587477893,185
1587477894,302
1587477895,301
1587477896,216
1587477897,352
1587477898,220
1587477899,226
1587477900,213
1587477901,260
1587477902,276
1587477903,380
1587477904,327
1587477905,330
1587477906,219
1587477907,380
1587477908,274
1587477909,335
1587477910,304
1587477911,427
1587477912,459
1587477913,321
1587477914,251
1587477915,253
1587477916,299
1587477917,281
1587477918,243
1587477919,164
1587477920,150
1587477921,206
1587477922,273
1587477923,297
1587477924,840
1587477925,400
1587477926,486
1587477927,411
1587477928,300
1587477929,346
1587477930,343
1587477931,396
1587477932,547
1587477933,562
1587477934,354
1587477935,269
1587477936,454
1587477937,449
1587477938,552
1587477939,386
1587477940,369
1587477941,235
1587477942,213
1587477943,317
1587477944,476
1587477945,377
1587477946,381
1587477947,451
1587477948,424
1587477949,440
1587477950,337
1587477951,323
1587477952,291
1587477953,418
1587477954,538
1587477955,324
1587477956,282
1587477957,326
1587477958,288
1587477959,364
1587477960,433
1587477961,706
1587477962,348
1587477963,376
1587477964,467
1587477965,417
1587477966,633
1587477967,529
1587477968,329
1587477969,330
1587477970,384
1587477971,192
1587477972,357
1587477973,265
1587477974,493
1587477975,363
1587477976,324
1587477977,362
1587477978,324
1587477979,299
1587477980,244
1587477981,327
1587477982,276
1587477983,490
1587477984,325
1587477985,246
1587477986,213
1587477987,190
1587477988,250
1587477989,269
1587477990,305
1587477991,335
1587477992,406
1587477993,356
1587477994,289
1587477995,384
1587477996,280
1587477997,352
1587477998,337
1587477999,298
1587478000,310
1587478001,236
1587478002,320
1587478003,270
1587478004,328
1587478005,187
1587478006,192
1587478007,181
1587478008,234
1587478009,346
1587478010,472
1587478011,382
1587478012,413
1587478013,292
1587478014,277
1587478015,253
1587478016,215
1587478017,193
1587478018,214
1587478019,248
1587478020,267
1587478021,278
1587478022,355
1587478023,622
1587478024,596
1587478025,394
1587478026,198
1587478027,530
1587478028,595
1587478029,406
1587478030,295
1587478031,333
1587478032,363
1587478033,597
1587478034,371
1587478035,321
1587478036,217
1587478037,265
1587478038,242
1587478039,253
1587478040,325
1587478041,304
1587478042,399
1587478043,270
1587478044,341
1587478045,308
1587478046,265
1587478047,613
1587478048,335
1587478049,228
1587478050,211
1587478051,205
1587478052,258
1587478053,523
1587478054,260
1587478055,822
1587478056,874
1587478057,434
1587478058,237
1587478059,252
1587478060,263
1587478061,327
1587478062,350
1587478063,413
1587478064,290
1587478065,439
1587478066,250
1587478067,300
1587478068,317
1587478069,236
1587478070,640
1587478071,241
1587478072,219
1587478073,324
1587478074,297
1587478075,236
1587478076,889
1587478077,923
1587478078,882
1587478079,863
1587478080,316
1587478081,288
1587478082,384
1587478083,352
1587478084,415
1587478085,290
1587478086,264
1587478087,667
1587478088,789
1587478089,740
1587478090,622
1587478091,725
1587478092,712
1587478093,630
1587478094,352
1587478095,385
1587478096,292
1587478097,254
1587478098,239
1587478099,181
1587478100,244
1587478101,281
1587478102,388
1587478103,536
1587478104,339
1587478105,394
1587478106,334
1587478107,261
1587478108,296
1587478109,339
1587478110,223
1587478111,267
1587478112,266
1587478113,437
1587478114,457
1587478115,365
1587478116,494
1587478117,416
1587478118,420
1587478119,296
1587478120,287
1587478121,347
1587478122,345
1587478123,362
1587478124,619
1587478125,355
1587478126,368
1587478127,270
1587478128,265
1587478129,314
1587478130,296
1587478131,351
1587478132,322
1587478133,411
1587478134,290
1587478135,328
1587478136,291
1587478137,336
1587478138,306
1587478139,352
1587478140,252
1587478141,256
1587478142,279
1587478143,318
1587478144,404
1587478145,398
1587478146,259
1587478147,321
1587478148,281
1587478149,338
1587478150,264
1587478151,214
1587478152,211
1587478153,262
1587478154,487
1587478155,286
1587478156,531
1587478157,835
1587478158,813
1587478159,345
1587478160,181
1587478161,194
1587478162,202
1587478163,350
1587478164,603
1587478165,404
1587478166,285
1587478167,250
1587478168,258
1587478169,346
1587478170,321
1587478171,238
1587478172,236
1587478173,316
1587478174,205
1587478175,293
1587478176,281
1587478177,217
1587478178,238
1587478179,154
1587478180,137
1587478181,171
1587478182,219
1587478183,310
1587478184,566
1587478185,786
1587478186,441
1587478187,243
1587478188,282
1587478189,229
1587478190,280
1587478191,336
1587478192,320
1587478193,285
1587478194,283
1587478195,214
1587478196,258
1587478197,239
1587478198,251
1587478199,302
1587478200,269
1587478201,225
1587478202,226
1587478203,351
1587478204,234
1587478205,290
1587478206,342
1587478207,164
1587478208,234
1587478209,251
1587478210,374
1587478211,220
1587478212,329
1587478213,233
1587478214,323
1587478215,235
1587478216,217
1587478217,211
1587478218,285
1587478219,382
1587478220,204
1587478221,270
1587478222,203
1587478223,202
1587478224,312
1587478225,413
1587478226,396
1587478227,383
1587478228,298
1587478229,281
1587478230,264
1587478231,314
1587478232,342
1587478233,435
1587478234,528
1587478235,376
1587478236,245
1587478237,314
1587478238,416
1587478239,353
1587478240,330
1587478241,182
1587478242,243
1587478243,271
1587478244,555
1587478245,478
1587478246,453
1587478247,564
1587478248,701
1587478249,299
1587478250,374
1587478251,250
1587478252,265
1587478253,210
1587478254,407
1587478255,316
1587478256,311
1587478257,307
1587478258,245
1587478259,202
1587478260,174
1587478261,222
1587478262,234
1587478263,250
1587478264,542
1587478265,601
1587478266,469
1587478267,239
1587478268,266
1587478269,304
1587478270,298
1587478271,557
1587478272,824
1587478273,806
1587478274,829
1587478275,636
1587478276,579
1587478277,453
1587478278,291
1587478279,516
1587478280,298
1587478281,163
1587478282,174
1587478283,192
1587478284,283
1587478285,896
1587478286,929
1587478287,548
1587478288,538
1587478289,501
1587478290,526
1587478291,893
1587478292,337
1587478293,314
1587478294,440
1587478295,265
1587478296,401
1587478297,298
1587478298,293
1587478299,208
1587478300,198
1587478301,223
1587478302,236
1587478303,218
1587478304,432
1587478305,780
1587478306,693
1587478307,459
1587478308,790
1587478309,783
1587478310,353
1587478311,289
1587478312,337
1587478313,320
1587478314,363
1587478315,268
1587478316,245
1587478317,276
1587478318,287
1587478319,330
1587478320,243
1587478321,280
1587478322,176
1587478323,176
1587478324,226
1587478325,335
1587478326,403
1587478327,359
1587478328,370
1587478329,507
1587478330,868
1587478331,799
1587478332,808
1587478333,459
1587478334,305
1587478335,318
1587478336,814
1587478337,397
1587478338,229
1587478339,216
1587478340,114
1587478341,166
1587478342,199
1587478343,203
1587478344,220
1587478345,258
1587478346,432
1587478347,569
1587478348,389
1587478349,660
1587478350,366
1587478351,367
1587478352,358
1587478353,279
1587478354,319
1587478355,417
1587478356,700
1587478357,542
1587478358,332
1587478359,279
1587478360,264
1587478361,268
1587478362,305
1587478363,308
1587478364,371
1587478365,499
1587478366,317
1587478367,357
1587478368,246
1587478369,286
1587478370,391
1587478371,388
1587478372,463
1587478373,288
1587478374,275
1587478375,421
1587478376,679
1587478377,641
1587478378,304
1587478379,204
1587478380,162
1587478381,164
1587478382,181
1587478383,173
1587478384,251
1587478385,526
1587478386,326
1587478387,439
1587478388,207
1587478389,269
1587478390,275
1587478391,404
1587478392,340
1587478393,325
1587478394,310
1587478395,261
1587478396,286
1587478397,257
1587478398,260
